Iteration,empty,normal,H,G,GH,A,AH,AG,AGH
0,2450,50,0,0,0,0,0,0,0
1,2450,50,0,0,0,0,0,0,0
2,2450,50,0,0,0,0,0,0,0
3,2450,50,0,0,0,0,0,0,0
4,2450,50,0,0,0,0,0,0,0
5,2450,50,0,0,0,0,0,0,0
6,2450,50,0,0,0,0,0,0,0
7,2450,50,0,0,0,0,0,0,0
8,2450,50,0,0,0,0,0,0,0
9,2449,50,1,0,0,0,0,0,0
10,2449,50,1,0,0,0,0,0,0
11,2448,50,2,0,0,0,0,0,0
12,2448,50,2,0,0,0,0,0,0
13,2446,50,4,0,0,0,0,0,0
14,2445,50,5,0,0,0,0,0,0
15,2441,50,9,0,0,0,0,0,0
16,2441,50,9,0,0,0,0,0,0
17,2436,50,14,0,0,0,0,0,0
18,2434,50,16,0,0,0,0,0,0
19,2430,50,20,0,0,0,0,0,0
20,2425,50,25,0,0,0,0,0,0
21,2420,50,30,0,0,0,0,0,0
22,2412,50,38,0,0,0,0,0,0
23,2409,50,41,0,0,0,0,0,0
24,2398,50,52,0,0,0,0,0,0
25,2394,50,56,0,0,0,0,0,0
26,2383,50,67,0,0,0,0,0,0
27,2375,50,75,0,0,0,0,0,0
28,2365,50,85,0,0,0,0,0,0
29,2354,50,96,0,0,0,0,0,0
30,2344,50,106,0,0,0,0,0,0
31,2333,50,117,0,0,0,0,0,0
32,2322,50,128,0,0,0,0,0,0
33,2306,50,144,0,0,0,0,0,0
34,2296,50,154,0,0,0,0,0,0
35,2285,50,165,0,0,0,0,0,0
36,2269,50,181,0,0,0,0,0,0
37,2258,50,192,0,0,0,0,0,0
38,2249,50,201,0,0,0,0,0,0
39,2231,50,219,0,0,0,0,0,0
40,2221,50,229,0,0,0,0,0,0
41,2208,50,242,0,0,0,0,0,0
42,2196,50,254,0,0,0,0,0,0
43,2183,50,267,0,0,0,0,0,0
44,2173,50,277,0,0,0,0,0,0
45,2158,50,292,0,0,0,0,0,0
46,2148,50,302,0,0,0,0,0,0
47,2134,50,316,0,0,0,0,0,0
48,2123,50,327,0,0,0,0,0,0
49,2114,50,336,0,0,0,0,0,0
50,2107,50,343,0,0,0,0,0,0
51,2094,50,356,0,0,0,0,0,0
52,2088,50,362,0,0,0,0,0,0
53,2075,50,375,0,0,0,0,0,0
54,2064,50,386,0,0,0,0,0,0
55,2056,50,394,0,0,0,0,0,0
56,2048,50,402,0,0,0,0,0,0
57,2043,50,407,0,0,0,0,0,0
58,2030,50,420,0,0,0,0,0,0
59,2021,50,429,0,0,0,0,0,0
60,2012,50,438,0,0,0,0,0,0
61,2007,50,443,0,0,0,0,0,0
62,1999,50,451,0,0,0,0,0,0
63,1997,50,453,0,0,0,0,0,0
64,1991,50,459,0,0,0,0,0,0
65,1988,50,462,0,0,0,0,0,0
66,1978,50,472,0,0,0,0,0,0
67,1972,50,478,0,0,0,0,0,0
68,1967,50,483,0,0,0,0,0,0
69,1959,50,491,0,0,0,0,0,0
70,1952,49,499,0,0,0,0,0,0
71,1949,49,502,0,0,0,0,0,0
72,1944,49,507,0,0,0,0,0,0
73,1938,49,513,0,0,0,0,0,0
74,1930,49,521,0,0,0,0,0,0
75,1927,49,524,0,0,0,0,0,0
76,1918,49,533,0,0,0,0,0,0
77,1916,49,535,0,0,0,0,0,0
78,1911,49,540,0,0,0,0,0,0
79,1910,49,541,0,0,0,0,0,0
80,1905,49,546,0,0,0,0,0,0
81,1901,49,550,0,0,0,0,0,0
82,1897,49,554,0,0,0,0,0,0
83,1896,49,555,0,0,0,0,0,0
84,1889,49,562,0,0,0,0,0,0
85,1888,49,563,0,0,0,0,0,0
86,1883,49,568,0,0,0,0,0,0
87,1879,49,572,0,0,0,0,0,0
88,1873,49,578,0,0,0,0,0,0
89,1871,49,580,0,0,0,0,0,0
90,1867,49,584,0,0,0,0,0,0
91,1865,49,586,0,0,0,0,0,0
92,1862,49,589,0,0,0,0,0,0
93,1863,49,588,0,0,0,0,0,0
94,1858,49,593,0,0,0,0,0,0
95,1861,49,590,0,0,0,0,0,0
96,1857,49,594,0,0,0,0,0,0
97,1852,49,599,0,0,0,0,0,0
98,1849,49,602,0,0,0,0,0,0
99,1850,49,601,0,0,0,0,0,0
100,1850,49,601,0,0,0,0,0,0
101,1846,49,605,0,0,0,0,0,0
102,1841,49,610,0,0,0,0,0,0
103,1837,49,614,0,0,0,0,0,0
104,1835,49,616,0,0,0,0,0,0
105,1833,49,618,0,0,0,0,0,0
106,1829,49,622,0,0,0,0,0,0
107,1827,49,624,0,0,0,0,0,0
108,1821,49,630,0,0,0,0,0,0
109,1820,49,631,0,0,0,0,0,0
110,1820,49,631,0,0,0,0,0,0
111,1816,49,635,0,0,0,0,0,0
112,1814,49,637,0,0,0,0,0,0
113,1811,49,640,0,0,0,0,0,0
114,1813,49,638,0,0,0,0,0,0
115,1809,49,642,0,0,0,0,0,0
116,1810,49,641,0,0,0,0,0,0
117,1811,49,640,0,0,0,0,0,0
118,1813,49,638,0,0,0,0,0,0
119,1813,49,638,0,0,0,0,0,0
120,1807,49,644,0,0,0,0,0,0
121,1812,48,640,0,0,0,0,0,0
122,1808,48,644,0,0,0,0,0,0
123,1801,48,651,0,0,0,0,0,0
124,1792,48,660,0,0,0,0,0,0
125,1790,48,662,0,0,0,0,0,0
126,1786,49,665,0,0,0,0,0,0
127,1784,49,667,0,0,0,0,0,0
128,1781,49,670,0,0,0,0,0,0
129,1782,49,669,0,0,0,0,0,0
130,1783,49,668,0,0,0,0,0,0
131,1785,49,666,0,0,0,0,0,0
132,1782,49,669,0,0,0,0,0,0
133,1772,49,679,0,0,0,0,0,0
134,1769,49,682,0,0,0,0,0,0
135,1766,49,685,0,0,0,0,0,0
136,1764,49,687,0,0,0,0,0,0
137,1766,49,685,0,0,0,0,0,0
138,1767,49,684,0,0,0,0,0,0
139,1768,49,683,0,0,0,0,0,0
140,1768,49,683,0,0,0,0,0,0
141,1770,49,681,0,0,0,0,0,0
142,1770,49,681,0,0,0,0,0,0
143,1768,49,683,0,0,0,0,0,0
144,1769,49,682,0,0,0,0,0,0
145,1768,49,683,0,0,0,0,0,0
146,1766,49,685,0,0,0,0,0,0
147,1766,49,684,0,1,0,0,0,0
148,1762,49,688,0,1,0,0,0,0
149,1760,49,690,0,1,0,0,0,0
150,1753,49,696,0,2,0,0,0,0
151,1756,49,693,0,2,0,0,0,0
152,1749,49,700,0,2,0,0,0,0
153,1753,49,696,0,2,0,0,0,0
154,1751,49,698,0,2,0,0,0,0
155,1750,49,699,0,2,0,0,0,0
156,1746,49,703,0,2,0,0,0,0
157,1742,49,707,0,2,0,0,0,0
158,1747,49,703,0,1,0,0,0,0
159,1751,49,699,0,1,0,0,0,0
160,1755,49,695,0,1,0,0,0,0
161,1757,49,693,0,1,0,0,0,0
162,1755,49,695,0,1,0,0,0,0
163,1756,49,694,0,1,0,0,0,0
164,1754,49,696,0,1,0,0,0,0
165,1753,49,697,0,1,0,0,0,0
166,1749,48,702,0,1,0,0,0,0
167,1744,48,707,0,1,0,0,0,0
168,1748,48,703,0,1,0,0,0,0
169,1752,48,699,0,1,0,0,0,0
170,1748,48,703,0,1,0,0,0,0
171,1748,48,703,0,1,0,0,0,0
172,1748,48,703,0,1,0,0,0,0
173,1747,48,703,0,1,0,1,0,0
174,1747,47,704,0,1,0,1,0,0
175,1745,47,706,0,1,0,1,0,0
176,1747,47,704,0,1,0,1,0,0
177,1740,47,710,0,2,0,1,0,0
178,1741,47,709,0,2,0,1,0,0
179,1736,47,714,0,2,0,1,0,0
180,1744,47,706,0,2,0,1,0,0
181,1747,47,703,0,2,0,1,0,0
182,1742,47,708,0,2,0,1,0,0
183,1740,47,709,0,3,0,1,0,0
184,1739,47,710,0,3,0,1,0,0
185,1738,47,711,0,3,0,1,0,0
186,1742,47,707,0,3,0,1,0,0
187,1744,46,706,0,3,0,1,0,0
188,1752,46,698,0,3,0,1,0,0
189,1752,46,698,0,3,0,1,0,0
190,1749,46,700,0,4,0,1,0,0
191,1749,46,700,0,4,0,1,0,0
192,1748,46,702,0,3,0,1,0,0
193,1749,46,701,0,3,0,1,0,0
194,1753,46,697,0,3,0,1,0,0
195,1745,46,705,0,3,0,1,0,0
196,1750,46,700,0,3,0,1,0,0
197,1745,46,705,0,3,0,1,0,0
198,1740,46,709,0,4,0,1,0,0
199,1743,46,706,0,4,0,1,0,0
200,1741,46,708,0,4,0,1,0,0
201,1754,46,694,0,5,0,1,0,0
202,1754,46,694,0,5,0,1,0,0
203,1748,46,700,0,5,0,1,0,0
204,1755,46,693,0,5,0,1,0,0
205,1747,46,701,0,5,0,1,0,0
206,1739,46,709,0,5,0,1,0,0
207,1736,46,712,0,5,0,1,0,0
208,1733,46,715,0,5,0,1,0,0
209,1733,46,715,0,5,0,1,0,0
210,1731,46,717,0,5,0,1,0,0
211,1734,45,715,0,5,0,1,0,0
212,1735,45,714,0,5,0,1,0,0
213,1737,45,712,0,5,0,1,0,0
