Iteration,empty,normal,H,G,GH,A,AH,AG,AGH
0,2450,50,0,0,0,0,0,0,0
1,2450,50,0,0,0,0,0,0,0
2,2450,50,0,0,0,0,0,0,0
3,2450,50,0,0,0,0,0,0,0
4,2450,50,0,0,0,0,0,0,0
5,2450,50,0,0,0,0,0,0,0
6,2450,50,0,0,0,0,0,0,0
7,2450,50,0,0,0,0,0,0,0
8,2450,50,0,0,0,0,0,0,0
9,2450,50,0,0,0,0,0,0,0
10,2450,50,0,0,0,0,0,0,0
11,2450,49,0,0,0,1,0,0,0
12,2450,49,0,0,0,1,0,0,0
13,2450,49,0,0,0,1,0,0,0
14,2450,49,0,0,0,1,0,0,0
15,2450,49,0,0,0,1,0,0,0
16,2450,49,0,0,0,1,0,0,0
17,2450,49,0,0,0,1,0,0,0
18,2450,49,0,0,0,1,0,0,0
19,2450,49,0,0,0,1,0,0,0
20,2450,49,0,0,0,1,0,0,0
21,2450,49,0,0,0,1,0,0,0
22,2450,49,0,0,0,1,0,0,0
23,2450,49,0,0,0,1,0,0,0
24,2450,49,0,0,0,1,0,0,0
25,2450,49,0,0,0,1,0,0,0
26,2450,49,0,0,0,1,0,0,0
27,2450,49,0,0,0,1,0,0,0
28,2450,49,0,0,0,1,0,0,0
29,2450,49,0,0,0,1,0,0,0
30,2450,49,0,0,0,1,0,0,0
31,2450,49,0,0,0,1,0,0,0
32,2450,49,0,0,0,1,0,0,0
33,2450,49,0,0,0,1,0,0,0
34,2450,49,0,0,0,1,0,0,0
35,2450,49,0,0,0,1,0,0,0
36,2450,49,0,0,0,1,0,0,0
37,2450,49,0,0,0,1,0,0,0
38,2450,49,0,0,0,1,0,0,0
39,2450,49,0,0,0,1,0,0,0
40,2450,49,0,0,0,1,0,0,0
41,2450,49,0,0,0,1,0,0,0
42,2450,49,0,0,0,1,0,0,0
43,2450,49,0,0,0,1,0,0,0
44,2450,49,0,0,0,1,0,0,0
45,2450,49,0,0,0,1,0,0,0
46,2450,49,0,0,0,1,0,0,0
47,2450,49,0,0,0,1,0,0,0
48,2450,49,0,0,0,1,0,0,0
49,2450,49,0,0,0,1,0,0,0
50,2450,49,0,0,0,1,0,0,0
51,2450,49,0,0,0,1,0,0,0
52,2450,49,0,0,0,1,0,0,0
53,2450,48,0,1,0,1,0,0,0
54,2450,48,0,1,0,1,0,0,0
55,2450,48,0,1,0,1,0,0,0
56,2450,48,0,1,0,1,0,0,0
57,2450,48,0,1,0,1,0,0,0
58,2450,48,0,1,0,1,0,0,0
59,2450,48,0,1,0,1,0,0,0
60,2450,48,0,1,0,1,0,0,0
61,2450,48,0,1,0,1,0,0,0
62,2450,48,0,1,0,1,0,0,0
63,2450,47,0,1,0,2,0,0,0
64,2450,47,0,1,0,2,0,0,0
65,2450,47,0,1,0,2,0,0,0
66,2450,47,0,1,0,2,0,0,0
67,2450,47,0,1,0,2,0,0,0
68,2450,47,0,1,0,2,0,0,0
69,2450,47,0,1,0,2,0,0,0
70,2450,46,0,2,0,2,0,0,0
71,2450,46,0,2,0,2,0,0,0
72,2450,46,0,2,0,2,0,0,0
73,2450,46,0,2,0,2,0,0,0
74,2450,46,0,2,0,2,0,0,0
75,2450,46,0,2,0,2,0,0,0
76,2450,46,0,2,0,2,0,0,0
77,2450,45,0,3,0,2,0,0,0
78,2450,45,0,3,0,2,0,0,0
79,2450,45,0,3,0,2,0,0,0
80,2450,45,0,3,0,2,0,0,0
81,2450,45,0,3,0,2,0,0,0
82,2450,45,0,3,0,2,0,0,0
83,2450,45,0,3,0,2,0,0,0
84,2450,45,0,3,0,2,0,0,0
85,2450,45,0,3,0,2,0,0,0
86,2450,45,0,3,0,2,0,0,0
87,2450,45,0,3,0,2,0,0,0
88,2450,45,0,3,0,2,0,0,0
89,2450,45,0,3,0,2,0,0,0
90,2450,45,0,3,0,2,0,0,0
91,2450,45,0,3,0,2,0,0,0
92,2450,45,0,3,0,2,0,0,0
93,2450,45,0,3,0,2,0,0,0
94,2450,45,0,3,0,2,0,0,0
95,2450,45,0,3,0,2,0,0,0
96,2450,45,0,3,0,2,0,0,0
97,2450,45,0,3,0,2,0,0,0
98,2450,45,0,3,0,2,0,0,0
99,2450,45,0,3,0,2,0,0,0
100,2450,45,0,3,0,2,0,0,0
101,2450,44,1,3,0,2,0,0,0
102,2450,44,1,3,0,2,0,0,0
103,2449,44,2,3,0,2,0,0,0
104,2448,44,3,3,0,2,0,0,0
105,2448,44,3,3,0,2,0,0,0
106,2447,44,4,3,0,2,0,0,0
107,2446,44,5,3,0,2,0,0,0
108,2444,44,7,3,0,2,0,0,0
109,2442,44,9,3,0,2,0,0,0
110,2439,44,12,3,0,2,0,0,0
111,2438,44,13,3,0,2,0,0,0
112,2436,44,15,3,0,2,0,0,0
113,2432,44,19,3,0,2,0,0,0
114,2430,44,21,3,0,2,0,0,0
115,2425,44,26,3,0,2,0,0,0
116,2422,44,29,3,0,2,0,0,0
117,2417,44,34,3,0,2,0,0,0
118,2416,44,35,3,0,2,0,0,0
119,2409,44,42,3,0,2,0,0,0
120,2406,44,45,3,0,2,0,0,0
121,2402,44,49,3,0,2,0,0,0
122,2398,44,53,3,0,2,0,0,0
123,2393,44,58,3,0,2,0,0,0
124,2389,43,62,3,0,3,0,0,0
125,2384,43,67,3,0,3,0,0,0
126,2377,43,74,3,0,3,0,0,0
127,2369,42,82,4,0,3,0,0,0
128,2364,42,87,4,0,3,0,0,0
129,2359,42,92,4,0,3,0,0,0
130,2354,42,97,4,0,3,0,0,0
131,2349,42,102,4,0,3,0,0,0
132,2344,42,107,4,0,3,0,0,0
133,2340,42,111,4,0,3,0,0,0
134,2334,42,117,4,0,3,0,0,0
135,2328,42,123,4,0,3,0,0,0
136,2323,42,128,4,0,3,0,0,0
137,2316,42,135,4,0,3,0,0,0
138,2311,42,140,4,0,3,0,0,0
139,2305,42,146,4,0,3,0,0,0
140,2299,42,152,4,0,3,0,0,0
141,2292,42,159,4,0,3,0,0,0
142,2286,42,165,4,0,3,0,0,0
143,2279,42,172,4,0,3,0,0,0
144,2274,42,177,4,0,3,0,0,0
145,2268,42,183,4,0,3,0,0,0
146,2262,42,189,4,0,3,0,0,0
147,2256,42,195,5,0,2,0,0,0
148,2251,42,200,5,0,2,0,0,0
149,2242,42,209,5,0,2,0,0,0
150,2236,42,215,5,0,2,0,0,0
151,2225,42,226,5,0,2,0,0,0
152,2224,42,227,5,0,2,0,0,0
153,2216,42,235,5,0,2,0,0,0
154,2209,42,242,5,0,2,0,0,0
155,2202,42,249,5,0,2,0,0,0
156,2194,42,257,5,0,2,0,0,0
157,2189,42,262,5,0,2,0,0,0
158,2185,42,266,5,0,2,0,0,0
159,2173,42,278,5,0,2,0,0,0
160,2165,42,285,5,1,2,0,0,0
161,2162,42,288,5,1,2,0,0,0
162,2152,42,298,5,1,2,0,0,0
163,2149,42,301,5,1,2,0,0,0
164,2139,42,311,5,1,2,0,0,0
165,2137,42,312,5,2,2,0,0,0
166,2126,42,323,5,2,2,0,0,0
167,2121,42,326,5,4,2,0,0,0
168,2114,42,333,5,4,2,0,0,0
169,2106,42,337,5,8,2,0,0,0
170,2098,42,345,5,8,2,0,0,0
171,2086,42,352,5,12,2,1,0,0
172,2082,42,355,5,13,2,1,0,0
173,2068,42,366,5,15,2,2,0,0
174,2063,42,369,5,17,2,2,0,0
175,2046,42,381,5,22,2,2,0,0
176,2042,42,384,5,23,2,2,0,0
177,2029,42,392,5,27,2,3,0,0
178,2025,42,393,5,30,2,3,0,0
179,2011,42,404,5,33,2,3,0,0
180,2002,42,410,5,36,2,3,0,0
181,1990,42,417,5,41,2,3,0,0
182,1984,42,421,5,43,2,3,0,0
183,1971,42,427,5,50,2,3,0,0
184,1965,42,432,5,50,2,4,0,0
185,1955,42,435,5,57,2,4,0,0
186,1950,42,439,5,58,2,4,0,0
187,1942,42,439,5,66,2,4,0,0
188,1944,42,438,5,65,2,4,0,0
189,1940,42,437,5,69,2,5,0,0
190,1931,42,441,5,74,2,5,0,0
191,1919,42,447,5,79,2,6,0,0
192,1917,41,449,5,79,2,7,0,0
193,1906,41,455,5,84,2,7,0,0
194,1900,41,460,5,84,2,8,0,0
195,1892,41,461,5,90,2,9,0,0
196,1888,41,463,5,92,2,9,0,0
197,1884,41,463,5,96,2,9,0,0
198,1880,41,467,5,96,2,9,0,0
199,1873,41,468,5,102,2,9,0,0
200,1872,41,470,5,101,2,9,0,0
201,1873,41,470,5,100,2,9,0,0
202,1866,41,474,5,102,2,10,0,0
203,1867,41,472,5,103,2,10,0,0
204,1857,41,475,5,107,2,12,0,1
205,1852,41,475,5,112,2,12,0,1
206,1854,41,474,5,111,2,12,0,1
207,1851,41,477,5,110,2,13,0,1
208,1841,41,477,5,119,2,14,0,1
209,1843,41,475,4,120,2,14,0,1
210,1843,41,471,4,123,2,15,0,1
211,1838,41,471,4,127,2,16,0,1
212,1827,41,475,4,134,2,17,0,0
213,1828,41,474,4,132,2,19,0,0
